date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,city
2023-06-08,57.875,34.766666666666666,555.4166666666666,42.574999999999996,29.3625,95.125,Delhi
2023-06-09,64.83333333333333,39.92916666666667,731.125,45.92916666666667,30.583333333333332,95.125,Delhi
2023-06-10,68.45,39.21666666666667,681.25,42.050000000000004,28.55,79.58333333333333,Delhi
2023-06-11,79.05416666666666,44.26666666666667,664.0416666666666,40.30833333333333,34.725,87.95833333333333,Delhi
2023-06-12,75.06666666666666,41.82083333333333,552.0833333333334,38.85,26.079166666666666,89.95833333333333,Delhi
2023-06-13,69.1125,30.837500000000002,479.0416666666667,32.833333333333336,20.337500000000002,69.125,Delhi
2023-06-14,59.5,24.900000000000002,382.5,27.766666666666666,16.870833333333334,62.833333333333336,Delhi
2023-06-15,70.09166666666667,29.2375,339.25,27.3,19.866666666666667,68.04166666666667,Delhi
2023-06-16,75.66250000000001,40.295833333333334,684.7916666666666,37.4,32.704166666666666,67.79166666666667,Delhi
2023-06-17,81.05,48.5875,1046.6666666666667,51.24583333333334,47.00833333333333,67.75,Delhi
2023-06-18,71.89583333333333,43.48333333333333,727.375,48.270833333333336,47.395833333333336,70.45833333333333,Delhi
2023-06-19,64.8875,41.18333333333333,842.9583333333334,51.00416666666666,49.4625,57.208333333333336,Delhi
2023-06-20,61.74166666666667,41.175000000000004,512.125,37.90416666666667,39.479166666666664,83.95833333333333,Delhi
2023-06-21,100.375,62.61666666666667,687.375,54.35833333333333,65.75833333333334,79.91666666666667,Delhi
2023-06-22,138.46666666666667,86.5125,837.75,63.775,83.07083333333334,83.375,Delhi
2023-06-23,129.85416666666666,80.55,1024.5833333333333,70.04166666666667,79.82916666666667,80.70833333333333,Delhi
2023-06-24,113.02499999999999,72.02083333333333,1163.25,93.19583333333333,66.41250000000001,37.791666666666664,Delhi
2023-06-25,71.83749999999999,48.47083333333333,1043.2083333333333,68.52916666666667,56.69583333333333,51.75,Delhi
2023-06-26,81.24166666666666,54.89166666666667,1043.75,65.35833333333333,49.895833333333336,62.375,Delhi
2023-06-27,87.74166666666667,60.01666666666667,1016.5416666666666,47.05833333333334,43.42083333333333,96.54166666666667,Delhi
2023-06-28,52.425000000000004,34.84583333333333,424.0416666666667,22.45,21.849999999999998,103.75,Delhi
